user_id,device_type,age,time
5899324815,desktop,26.0,66.0
7306038310,desktop,40.0,2103.0
3349172478,mobile,25.0,
6920789304,mobile,29.0,37.0
9164254081,mobile,34.0,41.0
6905969542,desktop,39.0,
9287521120,mobile,26.0,43.0
8400570284,desktop,40.0,2113.0
4388352350,mobile,26.0,
3378145078,desktop,33.0,2117.0
1857060025,desktop,39.0,2109.0
5934135109,desktop,30.0,55.0
2538168407,desktop,38.0,2106.0
5344693943,mobile,,
6713141187,desktop,30.0,
3805712728,desktop,25.0,2058.0
4996960180,desktop,27.0,2065.0
2475664484,desktop,39.0,2083.0
9237811522,desktop,25.0,64.0
9609035014,desktop,26.0,69.0
1255676426,desktop,37.0,64.0
8490867499,mobile,37.0,
4581658135,desktop,28.0,54.0
1581513106,desktop,32.0,2087.0
1858240016,mobile,36.0,
6786307289,desktop,39.0,59.0
9086517458,desktop,37.0,2139.0
9300139161,mobile,34.0,43.0
4070303696,mobile,39.0,33.0
5405015841,desktop,33.0,2142.0
1434240659,desktop,33.0,70.0
1946951807,desktop,35.0,2110.0
2843579852,mobile,35.0,
5097891213,desktop,25.0,2145.0
155264111,desktop,36.0,2146.0
3473195515,desktop,34.0,
3959621477,mobile,37.0,
8824352670,desktop,37.0,60.0
5095251471,desktop,37.0,2100.0
9746439154,mobile,31.0,
5571039418,desktop,28.0,
7193054943,desktop,35.0,
8471651376,desktop,34.0,2132.0
2225478859,desktop,33.0,2091.0
8723075844,mobile,25.0,50.0
98365610,desktop,28.0,2130.0
2784031717,desktop,32.0,
7518012981,desktop,32.0,2061.0
4161171623,desktop,40.0,
2841491599,mobile,39.0,
24373648,desktop,33.0,
1007730685,desktop,29.0,2149.0
6818692893,desktop,32.0,2129.0
2630836941,desktop,34.0,
9946660629,mobile,,48.0
3215935049,desktop,38.0,2116.0
708015494,desktop,37.0,
9548382002,desktop,37.0,
2748182877,mobile,27.0,
6462637314,desktop,40.0,2131.0
2034113373,desktop,36.0,2064.0
8103242632,desktop,38.0,
6583279364,mobile,27.0,
6239433358,desktop,40.0,64.0
9984043985,desktop,29.0,2074.0
7356463035,desktop,29.0,
6043918509,desktop,36.0,2141.0
500406775,desktop,28.0,2064.0
8554913991,mobile,29.0,
4960887119,desktop,28.0,66.0
5221547520,desktop,28.0,2100.0
6031900342,mobile,,
7716352208,desktop,,2144.0
7084473064,mobile,32.0,30.0
1492293429,desktop,27.0,2150.0
163865824,desktop,36.0,2086.0
1461616362,mobile,27.0,
9871518270,desktop,33.0,2102.0
6127444028,desktop,38.0,2065.0
7972145533,desktop,39.0,2076.0
6813140195,desktop,37.0,2111.0
6395956254,desktop,35.0,2060.0
2789874938,desktop,30.0,2089.0
5513343291,desktop,35.0,2134.0
1691805927,desktop,37.0,2130.0
3801239781,desktop,28.0,
3279592429,desktop,29.0,69.0
9499826394,desktop,,2095.0
7751926215,desktop,,69.0
7619283692,mobile,40.0,38.0
1364817196,desktop,29.0,2113.0
9740932234,desktop,39.0,69.0
796390933,desktop,31.0,2103.0
3680716564,mobile,26.0,51.0
7536073493,desktop,27.0,2114.0
5329648827,desktop,30.0,
2593274370,desktop,28.0,2144.0
840901361,mobile,26.0,48.0
1048207667,desktop,30.0,2149.0
3339049207,desktop,39.0,2125.0
7568829883,desktop,26.0,2125.0
1890493379,mobile,39.0,
9240075001,desktop,34.0,
269769047,desktop,32.0,65.0
6236906296,desktop,26.0,2090.0
6669337035,desktop,30.0,2104.0
8709163439,desktop,31.0,2123.0
6369743280,mobile,31.0,30.0
616269510,desktop,38.0,2117.0
5398821112,desktop,33.0,2137.0
8407615193,desktop,37.0,
8770902195,desktop,36.0,
5341444850,mobile,27.0,33.0
5494978186,desktop,39.0,70.0
2602837534,desktop,34.0,2100.0
6186523357,mobile,30.0,44.0
9234062530,desktop,35.0,2056.0
6072854262,desktop,37.0,2083.0
9720758557,desktop,33.0,
9834107197,desktop,31.0,
1641858457,desktop,38.0,63.0
3177919023,desktop,40.0,2201.0
2847216085,mobile,33.0,
373534490,mobile,30.0,
9300866740,desktop,31.0,
6281969116,desktop,35.0,61.0
3919793951,desktop,31.0,60.0
2525242059,desktop,34.0,2060.0
6308412359,mobile,27.0,44.0
1632516373,desktop,40.0,2064.0
8747173283,desktop,39.0,
865837172,desktop,29.0,2103.0
9081011497,desktop,31.0,2146.0
3184261345,mobile,40.0,31.0
2580721444,desktop,,2056.0
1878071742,desktop,30.0,2096.0
8908437797,desktop,38.0,2136.0
394950079,desktop,39.0,2072.0
6019425057,desktop,25.0,2119.0
8670974082,mobile,,
1599804715,desktop,32.0,2052.0
3739840952,desktop,28.0,2123.0
615489682,desktop,30.0,
8657775342,mobile,28.0,31.0
6993640773,desktop,29.0,2068.0
5233559908,desktop,28.0,
8726892232,desktop,29.0,2077.0
1999558508,desktop,36.0,2136.0
4334457819,desktop,30.0,
630168195,desktop,28.0,2119.0
2361089173,desktop,39.0,2139.0
1878212400,mobile,29.0,
6182081499,desktop,36.0,2087.0
3899022396,mobile,36.0,46.0
7972145533,mobile,31.0,32.0
4221258332,desktop,36.0,
2599853127,desktop,29.0,
7708366806,mobile,38.0,45.0
4052770993,desktop,36.0,
9418112064,desktop,27.0,2096.0
3902555514,desktop,36.0,2080.0
6175249792,desktop,34.0,61.0
3933020297,mobile,25.0,48.0
1665473930,desktop,32.0,
7310568174,mobile,33.0,44.0
8297804619,desktop,26.0,2104.0
8529966202,desktop,32.0,2145.0
3091404872,mobile,27.0,44.0
5616606501,desktop,27.0,2083.0
1027543856,mobile,25.0,
8545875986,desktop,,
7819086678,mobile,30.0,
4530940353,desktop,30.0,56.0
2815151007,desktop,29.0,59.0
9641876786,mobile,29.0,42.0
6072031857,mobile,34.0,44.0
5146359185,desktop,31.0,
7238898710,desktop,39.0,2141.0
5939766215,mobile,26.0,
318008480,desktop,36.0,2093.0
5349155545,mobile,40.0,
2842384477,desktop,37.0,2098.0
8166546505,desktop,25.0,59.0
7149431087,desktop,26.0,2148.0
7421487788,mobile,25.0,
7605522346,desktop,26.0,2150.0
2319864969,desktop,35.0,2133.0
5199242967,desktop,37.0,2067.0
644756744,mobile,28.0,45.0
1072744461,desktop,38.0,
2417278695,desktop,36.0,2060.0
8217068519,desktop,28.0,2123.0
4031571345,desktop,36.0,63.0
5677189319,desktop,35.0,2133.0
9121821983,desktop,31.0,64.0
7218788499,desktop,37.0,2149.0
8739124481,desktop,36.0,
9581151459,desktop,35.0,2148.0
6575088727,desktop,39.0,2119.0
8458200080,desktop,35.0,2054.0
7440227170,desktop,38.0,2144.0
791062278,desktop,38.0,
728500092,desktop,30.0,2055.0
8683483078,mobile,39.0,
6465465670,desktop,39.0,
5910120658,desktop,36.0,
150008761,desktop,25.0,2099.0
6873742099,desktop,34.0,2084.0
4425574283,desktop,34.0,2074.0
1750386611,desktop,39.0,2090.0
8106779928,mobile,37.0,
454285774,desktop,28.0,2134.0
7702660906,desktop,30.0,60.0
9666827401,desktop,36.0,2051.0
7939072352,desktop,38.0,2070.0
9206160115,desktop,38.0,2150.0
8264769256,desktop,29.0,69.0
269422923,desktop,33.0,2124.0
2265576227,desktop,36.0,2117.0
7865016469,mobile,32.0,34.0
8317346753,desktop,31.0,2100.0
3953233674,desktop,29.0,2074.0
3190095578,desktop,28.0,2079.0
7544045335,desktop,29.0,2054.0
5469970065,mobile,40.0,
5771098183,desktop,25.0,63.0
7550193574,desktop,40.0,2119.0
798459037,desktop,27.0,57.0
2451225654,desktop,36.0,
1670318457,mobile,29.0,
7466428050,desktop,34.0,2069.0
504199346,desktop,38.0,2106.0
2115687388,desktop,39.0,2150.0
9561067938,desktop,38.0,2066.0
6823347360,desktop,33.0,
8628834792,desktop,40.0,2114.0
5124668704,mobile,34.0,30.0
5440974394,desktop,34.0,2087.0
3226949206,desktop,31.0,2053.0
9951150976,mobile,37.0,47.0
3047383346,desktop,34.0,69.0
5901303504,mobile,27.0,
7947008066,desktop,28.0,2149.0
2105123856,desktop,36.0,59.0
3705594957,desktop,32.0,2115.0
6692476031,desktop,40.0,2075.0
2027825290,desktop,38.0,65.0
802774763,desktop,29.0,2116.0
6969680726,desktop,25.0,61.0
7512770264,desktop,35.0,2086.0
9015346693,desktop,38.0,
6052520249,desktop,39.0,2064.0
1153355284,desktop,26.0,2067.0
4721835382,desktop,38.0,2076.0
4434365225,desktop,31.0,60.0
8367052212,desktop,35.0,2052.0
6936914235,desktop,37.0,65.0
1605245878,desktop,31.0,2111.0
6462353492,mobile,30.0,
4619649521,desktop,30.0,2079.0
948761239,mobile,39.0,
1906729223,mobile,25.0,38.0
1255502736,mobile,35.0,46.0
4052406427,desktop,28.0,2057.0
1109344524,desktop,32.0,2072.0
3331979728,mobile,25.0,51.0
4768823401,desktop,30.0,64.0
770871493,mobile,39.0,
712093110,mobile,27.0,
5207672575,desktop,25.0,2059.0
9897365048,desktop,,2102.0
6848294563,desktop,,
5319037736,mobile,40.0,32.0
3933678912,desktop,25.0,2123.0
2701003696,desktop,36.0,2091.0
7620001621,desktop,28.0,2131.0
8677300596,desktop,33.0,2201.0
8314946702,mobile,27.0,
1290721580,desktop,29.0,2078.0
4790812044,desktop,32.0,2147.0
892844924,desktop,,2137.0
6954033415,desktop,32.0,2066.0
4782401632,mobile,33.0,
4684561548,desktop,39.0,2127.0
4433754997,desktop,27.0,2106.0
4553410568,desktop,39.0,2119.0
4479399033,mobile,34.0,44.0
4778600002,mobile,36.0,
834545275,desktop,28.0,
22498667,desktop,27.0,2105.0
7425357434,desktop,25.0,2076.0
2004134474,mobile,33.0,
9225398642,desktop,26.0,2085.0
2608777700,desktop,25.0,2099.0
9853914638,desktop,30.0,
5191372031,desktop,28.0,2062.0
3080782924,desktop,31.0,2139.0
777710173,mobile,32.0,
3295056607,desktop,39.0,57.0
2440989955,mobile,35.0,35.0
3229860760,desktop,32.0,2108.0
7920245024,desktop,31.0,2118.0
2011045397,desktop,27.0,2066.0
6302685897,desktop,39.0,53.0
4093617893,desktop,38.0,2088.0
7466201913,desktop,31.0,2079.0
9534638210,desktop,34.0,
1070774791,desktop,31.0,
9259773451,desktop,33.0,2134.0
3553612570,mobile,36.0,
8162751014,desktop,27.0,
2797228493,desktop,27.0,
6492899323,mobile,39.0,45.0
110945053,mobile,37.0,42.0
2911572479,mobile,,48.0
4302089812,mobile,29.0,43.0
5494095795,mobile,40.0,
3942430811,desktop,35.0,2109.0
9046865833,desktop,35.0,2143.0
2718394106,mobile,38.0,45.0
4393051163,desktop,34.0,2098.0
9190715594,desktop,31.0,70.0
7694883108,desktop,,70.0
7551275720,mobile,,35.0
7690809467,desktop,35.0,2058.0
5387070672,desktop,37.0,
883237949,desktop,39.0,2079.0
9777303656,desktop,32.0,55.0
5603846235,desktop,33.0,2068.0
4089027311,desktop,26.0,2103.0
998014386,desktop,38.0,2088.0
5765812516,mobile,31.0,
5055386159,desktop,32.0,
3042541480,desktop,31.0,2082.0
9763867514,desktop,30.0,2150.0
7307661619,desktop,33.0,2083.0
4049758204,desktop,31.0,66.0
9825700732,desktop,30.0,2113.0
7832695351,mobile,36.0,
864689558,mobile,,
3412578417,desktop,40.0,2096.0
5544491458,mobile,25.0,40.0
6146537028,desktop,35.0,2099.0
655648228,desktop,39.0,2139.0
5438254349,desktop,28.0,68.0
8808643131,mobile,25.0,40.0
4027194067,desktop,28.0,2128.0
645019771,desktop,31.0,
9414035235,mobile,25.0,48.0
4038382336,desktop,,2120.0
3581192940,desktop,35.0,2116.0
2529497498,desktop,39.0,2058.0
2889778427,desktop,40.0,2141.0
9944892189,mobile,25.0,39.0
9056931304,mobile,27.0,47.0
3230486012,mobile,26.0,
3658166145,desktop,37.0,2148.0
2403251054,desktop,35.0,2083.0
3010507900,desktop,27.0,2054.0
1639565592,desktop,30.0,2080.0
2905602643,desktop,30.0,67.0
4226045916,desktop,36.0,
3762442565,desktop,30.0,
7125865447,mobile,35.0,
4337408512,mobile,34.0,
4687917518,mobile,27.0,
8313682460,desktop,37.0,2113.0
2132368133,desktop,40.0,2117.0
6349499665,mobile,40.0,53.0
1833071315,desktop,,2108.0
2897698297,desktop,38.0,69.0
5426925665,mobile,38.0,
1942511541,mobile,34.0,
997819735,desktop,28.0,2081.0
5873160796,desktop,33.0,2086.0
4033809072,desktop,,2110.0
910935463,desktop,,2116.0
5944424129,desktop,36.0,
3573902173,desktop,29.0,2086.0
3818668536,mobile,36.0,
7680489507,desktop,28.0,
1162957582,desktop,37.0,61.0
1827368713,mobile,,
1082637787,desktop,28.0,2073.0
1624822070,desktop,36.0,2091.0
4600363807,desktop,37.0,2050.0
5888259935,mobile,29.0,43.0
6655908810,desktop,25.0,2064.0
3408127115,mobile,32.0,42.0
2054581143,mobile,39.0,43.0
171303662,mobile,36.0,
1200341712,desktop,36.0,2141.0
5797836863,mobile,39.0,
6478459462,desktop,39.0,2054.0
8104362118,desktop,30.0,2050.0
4545312000,desktop,,2106.0
7880142440,desktop,,2084.0
5886404935,desktop,25.0,2134.0
3235711938,desktop,32.0,
5800143774,mobile,39.0,
4237626594,desktop,36.0,2080.0
656588630,mobile,28.0,46.0
1566849333,mobile,27.0,
3093414481,desktop,38.0,2078.0
8022991047,desktop,34.0,2113.0
784703142,desktop,35.0,2062.0
2458697681,desktop,38.0,2133.0
2340066329,desktop,,2143.0
5388330682,mobile,26.0,31.0
9642452740,desktop,26.0,2122.0
4496535947,desktop,34.0,2111.0
1752667583,desktop,36.0,2062.0
2674906135,desktop,31.0,56.0
1858704352,desktop,37.0,2116.0
8869258418,desktop,30.0,
6023941735,desktop,26.0,2074.0
9308488765,desktop,29.0,2064.0
6196985809,desktop,33.0,2120.0
5564089357,desktop,25.0,54.0
7511369913,mobile,25.0,52.0
4503941585,mobile,34.0,41.0
640247160,desktop,29.0,
2440126956,mobile,37.0,
8067491142,desktop,28.0,2135.0
5502459855,desktop,33.0,2133.0
8889039027,mobile,40.0,49.0
7228549985,mobile,35.0,
7633306267,desktop,28.0,2133.0
2509820148,desktop,27.0,2130.0
5295204548,desktop,35.0,2135.0
7426987356,desktop,27.0,
7967826318,desktop,31.0,2140.0
6583663763,desktop,28.0,2051.0
1684809599,desktop,33.0,2105.0
8327544140,desktop,36.0,2059.0
80771051,mobile,,
7051082872,desktop,32.0,2098.0
6041514531,desktop,29.0,2109.0
375448906,desktop,26.0,
4207431194,mobile,34.0,38.0
2440434795,mobile,27.0,36.0
9160146359,desktop,26.0,2140.0
9908640739,desktop,36.0,64.0
4762041798,mobile,26.0,
932710835,mobile,38.0,
1877904662,desktop,34.0,2087.0
6420365794,mobile,29.0,
9721889820,desktop,36.0,67.0
3924235277,desktop,26.0,
1045587734,mobile,27.0,
1852615022,desktop,35.0,2119.0
1595577169,desktop,34.0,2130.0
7556617021,desktop,30.0,2098.0
2789188236,desktop,29.0,
9154341298,desktop,39.0,2149.0
5168451857,desktop,38.0,2063.0
8885442192,desktop,31.0,
6800965529,desktop,28.0,70.0
2249373136,desktop,40.0,
4924289762,mobile,39.0,42.0
9258592790,desktop,29.0,2092.0
8596954773,desktop,34.0,62.0
7210999951,desktop,28.0,2120.0
820822216,desktop,34.0,2127.0
4478661548,desktop,38.0,2072.0
3508139065,desktop,26.0,2115.0
6274313237,desktop,33.0,
5018224447,desktop,25.0,
7950086136,desktop,26.0,2080.0
182908582,mobile,,32.0
6284115843,desktop,34.0,
9449010245,mobile,29.0,
4580860703,mobile,40.0,
4130897621,desktop,28.0,2053.0
3298028442,desktop,30.0,55.0
8184559688,desktop,38.0,2128.0
8647906160,desktop,27.0,2067.0
1998032736,desktop,35.0,2096.0
7939311841,desktop,33.0,2127.0
1258044518,desktop,30.0,2068.0
3899909596,desktop,30.0,
2777538784,desktop,27.0,2100.0
6660025136,desktop,40.0,60.0
769094896,desktop,27.0,62.0
6412196595,desktop,30.0,2090.0
2062563169,desktop,30.0,2118.0
1757845419,desktop,29.0,56.0
8138026308,desktop,,2055.0
7642050602,desktop,27.0,
2532668813,desktop,31.0,2144.0
1653444406,desktop,40.0,51.0
6597084930,desktop,37.0,2089.0
6720053340,mobile,29.0,34.0
4042013980,desktop,27.0,2054.0
2607687070,mobile,40.0,51.0
8165589759,mobile,36.0,
8910927366,desktop,39.0,2135.0
6955073972,desktop,38.0,59.0
4280812288,desktop,33.0,2111.0
3115150531,mobile,35.0,40.0
9693466825,mobile,33.0,43.0
8019662806,desktop,37.0,
1820675170,mobile,39.0,42.0
5789387039,desktop,35.0,2058.0
6891385534,mobile,31.0,47.0
9453004656,desktop,25.0,2100.0
4201365313,mobile,40.0,
4674697011,desktop,37.0,
668996426,desktop,27.0,2092.0
5531665478,desktop,40.0,2060.0
1413981988,mobile,35.0,
6534748188,desktop,38.0,
5112558181,mobile,32.0,
5364096095,desktop,40.0,2140.0
7717504844,desktop,35.0,2147.0
9736069130,desktop,37.0,2100.0
6811792623,mobile,26.0,37.0
5766074443,mobile,31.0,
7303152211,desktop,37.0,
8542408858,desktop,25.0,
7400637734,desktop,,2070.0
8630345645,desktop,35.0,2050.0
1771461675,desktop,29.0,
8536989947,desktop,33.0,2116.0
5880759329,desktop,32.0,2146.0
9463870163,desktop,35.0,2060.0
804761078,desktop,37.0,2120.0
6848165730,mobile,39.0,42.0
9341783808,desktop,39.0,2096.0
6841031677,desktop,35.0,2134.0
9738564099,desktop,31.0,2149.0
5296501518,mobile,31.0,
5744076520,desktop,37.0,2103.0
3849503490,desktop,29.0,2054.0
224348448,desktop,33.0,2071.0
3427007645,desktop,38.0,2104.0
4396331308,desktop,25.0,2115.0
9435899872,desktop,36.0,2104.0
5334669833,desktop,27.0,2201.0
4565179698,desktop,34.0,2094.0
561632345,desktop,34.0,2106.0
5308931493,desktop,31.0,59.0
7169079578,desktop,40.0,2124.0
7928532293,desktop,27.0,53.0
6118555748,desktop,27.0,
8683801302,desktop,29.0,2065.0
6867927060,desktop,26.0,2130.0
6511555832,mobile,38.0,
9122100790,desktop,40.0,2060.0
168341786,desktop,29.0,2053.0
4128712158,mobile,39.0,34.0
1476580139,desktop,33.0,
6659731022,desktop,31.0,2052.0
3908223380,desktop,34.0,2113.0
8864743854,desktop,40.0,2059.0
1740823996,desktop,40.0,2091.0
9446630935,desktop,33.0,2149.0
980874725,desktop,38.0,2118.0
1473085834,mobile,26.0,
8852649873,mobile,39.0,53.0
9662231257,desktop,31.0,59.0
5817631534,desktop,37.0,69.0
7171176272,desktop,25.0,
9286488346,desktop,39.0,2088.0
7743493629,mobile,25.0,
3375982396,desktop,34.0,2201.0
2529497498,mobile,40.0,
9001856288,desktop,30.0,69.0
7475497734,desktop,33.0,2095.0
3679985157,desktop,37.0,2128.0
7944331571,desktop,35.0,2144.0
7845806803,mobile,38.0,45.0
1649501375,desktop,39.0,1999.0
7189558461,desktop,37.0,2072.0
1418086872,mobile,26.0,48.0
1924366807,desktop,36.0,
2737063785,desktop,35.0,2121.0
2159591148,desktop,34.0,
9485709766,mobile,36.0,32.0
1874268261,mobile,37.0,43.0
6841557958,mobile,30.0,36.0
4388754617,desktop,36.0,2059.0
8166239185,desktop,28.0,55.0
9710544067,desktop,30.0,
6705790285,desktop,27.0,2057.0
2801547768,desktop,31.0,53.0
5103688005,desktop,33.0,56.0
799232776,desktop,39.0,
2520523773,desktop,34.0,2145.0
607975857,desktop,39.0,56.0
414713416,desktop,39.0,57.0
9640741340,desktop,26.0,62.0
1620666842,desktop,30.0,
339924992,desktop,31.0,53.0
6496086342,desktop,38.0,55.0
6769874223,desktop,32.0,2143.0
7964514050,desktop,37.0,2050.0
9682062584,mobile,30.0,
4972020171,mobile,33.0,
1936777296,desktop,33.0,2106.0
4586397634,mobile,37.0,38.0
4445641229,desktop,26.0,2146.0
3236906640,mobile,30.0,34.0
11245445,desktop,27.0,64.0
1255302924,desktop,27.0,2093.0
6886305650,mobile,33.0,
2595989129,desktop,32.0,2078.0
2389319359,desktop,36.0,2131.0
8308629907,desktop,29.0,2103.0
7124885121,desktop,29.0,2061.0
8661233253,desktop,,2126.0
2010316320,desktop,38.0,2201.0
837223346,desktop,27.0,2105.0
9453462154,desktop,38.0,64.0
2423291562,desktop,40.0,63.0
3817619832,desktop,,
9896460579,desktop,38.0,2103.0
8728749167,desktop,26.0,2117.0
4422120551,desktop,33.0,
1739301979,desktop,25.0,2071.0
5300417502,desktop,25.0,2095.0
9925033130,desktop,35.0,
910305545,desktop,37.0,
4250057153,desktop,25.0,
8543567858,mobile,35.0,54.0
9222599271,desktop,32.0,2084.0
2695919996,desktop,28.0,68.0
3380648248,desktop,27.0,1999.0
2430639946,desktop,28.0,
4081255508,desktop,37.0,2143.0
2706827002,mobile,29.0,34.0
9715148948,desktop,38.0,55.0
7370058986,mobile,25.0,51.0
6736183005,mobile,27.0,36.0
2794366226,desktop,30.0,2133.0
5474997562,desktop,37.0,2097.0
935831162,desktop,39.0,2082.0
2412381758,desktop,35.0,2078.0
1412540238,desktop,,1999.0
5461218856,desktop,39.0,2108.0
8810249071,desktop,,2124.0
2791539983,desktop,26.0,2143.0
239458949,desktop,30.0,
5805406551,desktop,40.0,2075.0
6943562559,desktop,36.0,2108.0
3329395004,desktop,31.0,2055.0
1915422110,mobile,37.0,34.0
8014589962,desktop,34.0,2142.0
7277393951,desktop,30.0,2145.0
734961058,desktop,33.0,
1061292538,desktop,29.0,2104.0
3390202700,desktop,27.0,2141.0
830314415,desktop,26.0,2125.0
3491313926,desktop,29.0,
6700170201,desktop,26.0,52.0
4448646020,desktop,33.0,
7897107429,desktop,27.0,2122.0
2985611998,desktop,32.0,2102.0
7766843411,mobile,37.0,45.0
2439006441,mobile,,33.0
9689297405,desktop,,2100.0
7034221243,mobile,30.0,
6505011460,desktop,40.0,2101.0
7482745740,desktop,25.0,
5934903567,desktop,26.0,2063.0
3540473710,mobile,36.0,44.0
3106463038,desktop,34.0,2150.0
1877893934,desktop,36.0,60.0
7094421756,mobile,40.0,
3814425969,mobile,31.0,
6906802067,mobile,31.0,
6350162114,mobile,33.0,
4007336036,desktop,27.0,2126.0
297000557,mobile,35.0,45.0
5736934279,desktop,39.0,2123.0
1160941404,mobile,40.0,51.0
8433035707,desktop,37.0,2055.0
6362174006,desktop,28.0,64.0
3772819474,desktop,,2063.0
4756720219,desktop,,2149.0
2231730099,desktop,37.0,2067.0
7306227371,mobile,34.0,42.0
6680355905,desktop,27.0,2133.0
1099948648,desktop,40.0,2109.0
9287521120,mobile,34.0,41.0
2674539740,mobile,39.0,45.0
2567393676,mobile,38.0,37.0
6986531699,desktop,36.0,2119.0
1153571254,mobile,38.0,31.0
9853578250,desktop,27.0,
6946734898,desktop,31.0,
5014165677,desktop,35.0,2106.0
3473323383,desktop,30.0,2101.0
1790709893,desktop,39.0,2110.0
320094694,mobile,30.0,45.0
6810290162,desktop,29.0,2130.0
5255878552,mobile,39.0,43.0
287944379,desktop,36.0,2053.0
4741955774,mobile,32.0,
9595532754,desktop,31.0,59.0
2718394106,mobile,31.0,
5968004665,desktop,34.0,60.0
7840003706,desktop,28.0,2068.0
6883963531,desktop,28.0,
3539539166,mobile,26.0,
5635612940,desktop,29.0,2110.0
970942310,desktop,40.0,2062.0
9972453387,desktop,31.0,2103.0
9948434226,mobile,29.0,
8747493510,mobile,27.0,43.0
2947119582,desktop,33.0,2108.0
598801187,desktop,40.0,1999.0
2497715366,desktop,40.0,
2368664159,desktop,33.0,2078.0
4950673896,mobile,35.0,31.0
1387012412,desktop,29.0,2125.0
3111678876,desktop,38.0,2114.0
3552707478,mobile,26.0,30.0
7838154983,desktop,36.0,2092.0
1871589306,mobile,27.0,40.0
6346339282,desktop,26.0,2147.0
9901591916,desktop,26.0,2055.0
4109788445,desktop,,70.0
1422434664,mobile,28.0,
9263391331,desktop,28.0,2093.0
8391855941,desktop,37.0,66.0
5316274465,desktop,34.0,2138.0
681539486,desktop,33.0,2133.0
3005675067,desktop,29.0,
9193155549,mobile,34.0,39.0
4582361608,desktop,,2110.0
6610947223,mobile,,51.0
6804466927,desktop,25.0,2075.0
3801058123,desktop,35.0,2082.0
6700480629,mobile,32.0,53.0
196797723,desktop,27.0,2051.0
7353963933,desktop,,2079.0
8107552104,desktop,31.0,2113.0
5581285427,desktop,,2114.0
2479956309,desktop,31.0,2100.0
8245766432,mobile,38.0,40.0
3730647041,mobile,36.0,
2784948119,desktop,38.0,2065.0
3518626982,desktop,36.0,2136.0
809579301,mobile,36.0,
8294535265,desktop,26.0,2098.0
3409100024,mobile,36.0,34.0
2004134474,desktop,33.0,67.0
1899298895,desktop,30.0,2057.0
7522875171,desktop,32.0,2071.0
4470547914,desktop,38.0,
5497681234,desktop,38.0,70.0
2009902196,desktop,28.0,2107.0
1869644898,desktop,37.0,
3530537049,mobile,32.0,
5940029644,desktop,30.0,2057.0
6126812962,desktop,30.0,2123.0
7523642593,desktop,36.0,2093.0
4776409285,desktop,25.0,2053.0
3667362890,desktop,29.0,2099.0
5169856617,desktop,27.0,2123.0
2342345561,desktop,39.0,
1003722861,mobile,35.0,31.0
4756173595,desktop,30.0,63.0
8582125412,desktop,40.0,
3223888691,desktop,29.0,
7417689731,desktop,30.0,2125.0
1835754935,desktop,29.0,55.0
1697256351,desktop,27.0,56.0
9809787350,desktop,37.0,2050.0
1311651806,desktop,27.0,2073.0
6298828647,desktop,34.0,2098.0
8804232008,desktop,33.0,2140.0
8060720642,desktop,27.0,
4191235751,desktop,35.0,2136.0
6027286644,desktop,28.0,2089.0
4759393457,mobile,39.0,
3252198896,desktop,27.0,2077.0
5682165101,desktop,29.0,2081.0
5616606501,desktop,34.0,64.0
1931399590,desktop,31.0,
7684226465,desktop,32.0,2074.0
3864971792,desktop,27.0,64.0
6457049853,desktop,33.0,2068.0
1575103685,desktop,34.0,2078.0
740574369,mobile,30.0,
5540539685,mobile,29.0,
6304585083,desktop,33.0,
566587798,desktop,26.0,2137.0
1470771044,desktop,35.0,
6597876950,desktop,34.0,2052.0
1821688297,mobile,32.0,48.0
5902469344,mobile,37.0,34.0
4660356402,desktop,,2054.0
4763430305,desktop,29.0,2111.0
1623292612,desktop,40.0,51.0
8394368491,desktop,35.0,2070.0
7895696504,desktop,26.0,2150.0
4298489017,mobile,31.0,43.0
5159365908,desktop,32.0,2115.0
7841989435,mobile,40.0,
453336535,desktop,38.0,2148.0
7534988385,mobile,40.0,
1203885563,desktop,34.0,
3937202103,desktop,40.0,2093.0
7735524076,desktop,27.0,2074.0
812068684,desktop,33.0,2076.0
5923661444,mobile,34.0,33.0
2365407468,desktop,,
8208567116,desktop,36.0,2054.0
7123919658,desktop,25.0,2142.0
7283215574,mobile,31.0,
1817812595,mobile,26.0,50.0
2244791470,mobile,35.0,
8047704127,desktop,35.0,63.0
7543985899,desktop,28.0,2143.0
6815555409,desktop,39.0,2052.0
764016189,desktop,39.0,2150.0
6839963943,mobile,40.0,
577844289,mobile,40.0,
1727361108,desktop,38.0,2143.0
4768916599,desktop,32.0,2146.0
6463173410,mobile,38.0,41.0
3264117750,mobile,33.0,49.0
3443298325,mobile,35.0,39.0
2792497863,desktop,40.0,2148.0
8085252740,desktop,30.0,2106.0
5619398647,desktop,36.0,2057.0
5849135924,desktop,39.0,
7129316294,mobile,28.0,48.0
4907866315,desktop,39.0,2102.0
8285153444,desktop,26.0,65.0
3917910514,desktop,25.0,2096.0
9963049355,desktop,40.0,2134.0
6143042085,desktop,26.0,2102.0
9227962319,desktop,28.0,2123.0
2385814712,desktop,28.0,2080.0
123396831,desktop,38.0,2072.0
8550116950,desktop,36.0,2129.0
2077778508,desktop,36.0,2076.0
1019536724,desktop,,2081.0
177644530,mobile,32.0,31.0
3652651436,mobile,36.0,
6380393169,desktop,27.0,2127.0
5272344400,desktop,,2052.0
3354838785,desktop,29.0,2059.0
5587440647,desktop,36.0,2201.0
